"","X1","X2","X3","X4","X5"
"128",0,0,0.5,0,0.866025403784439
"129",0,0,0.577350269189626,0.816496580927726,0
"130",0,0,0,1,0
"131",0,0,0,0.632455532033676,0.774596669241483
"132",NA,NA,NA,NA,NA
"133",0,0.577350269189626,0.816496580927726,0,0
"134",0,0,1,0,0
"135",0,0,1,0,0
"136",NA,NA,NA,NA,NA
"137",0,0,0,1,0
"138",0,0,0,0.707106781186548,0.707106781186548
"139",NA,NA,NA,NA,NA
"140",0,0,1,0,0
"141",0,0.707106781186548,0.707106781186548,0,0
"142",0,1,0,0,0
"143",NA,NA,NA,NA,NA
"144",0,1,0,0,0
"145",NA,NA,NA,NA,NA
"146",0,0,0.707106781186548,0.707106781186548,0
"147",0,0,0.707106781186548,0,0.707106781186548
"148",NA,NA,NA,NA,NA
"149",0,0,1,0,0
"150",0,0.707106781186548,0.5,0,0.5
"151",NA,NA,NA,NA,NA
"152",NA,NA,NA,NA,NA
"153",0,0,0,0,1
"154",0,0,0.866025403784439,0.5,0
"155",NA,NA,NA,NA,NA
"156",NA,NA,NA,NA,NA
"157",NA,NA,NA,NA,NA
"158",0,0,0.447213595499958,0.447213595499958,0.774596669241483
"159",0,0.577350269189626,0.816496580927726,0,0
"160",0,0,1,0,0
"161",NA,NA,NA,NA,NA
"162",0,0,0,0,1
"163",NA,NA,NA,NA,NA
"164",NA,NA,NA,NA,NA
"165",NA,NA,NA,NA,NA
"166",0,0,0.707106781186548,0.5,0.5
"167",NA,NA,NA,NA,NA
"168",0,0.547722557505166,0.632455532033676,0.547722557505166,0
"169",0,0,1,0,0
"170",0,0.707106781186548,0.707106781186548,0,0
"171",NA,NA,NA,NA,NA
"172",NA,NA,NA,NA,NA
"173",NA,NA,NA,NA,NA
"174",0,0,1,0,0
"175",0,1,0,0,0
"176",0,0.447213595499958,0.447213595499958,0.774596669241483,0
"177",0,0,1,0,0
"178",0,0.5,0,0.707106781186548,0.5
"179",NA,NA,NA,NA,NA
"180",NA,NA,NA,NA,NA
"181",0,0.707106781186548,0.707106781186548,0,0
"182",0,0.707106781186548,0,0.707106781186548,0
"183",NA,NA,NA,NA,NA
"184",0,0,0.707106781186548,0.612372435695794,0.353553390593274
"185",0,0,0,1,0
"186",0,1,0,0,0
"187",NA,NA,NA,NA,NA
"188",0,0,0.408248290463863,0.816496580927726,0.408248290463863
"189",NA,NA,NA,NA,NA
"190",NA,NA,NA,NA,NA
"191",0,0.447213595499958,0.632455532033676,0.632455532033676,0
"192",NA,NA,NA,NA,NA
"193",NA,NA,NA,NA,NA
"194",NA,NA,NA,NA,NA
"195",0,0.707106781186548,0.707106781186548,0,0
"196",0,0,0.707106781186548,0.707106781186548,0
"197",0,0.774596669241483,0.447213595499958,0.447213595499958,0
"198",NA,NA,NA,NA,NA
"199",NA,NA,NA,NA,NA
"200",NA,NA,NA,NA,NA
"201",NA,NA,NA,NA,NA
"202",0,0,0,1,0
"203",0,0.353553390593274,0,0.790569415042095,0.5
"204",0,0,0,1,0
"205",NA,NA,NA,NA,NA
"206",0,0.408248290463863,0.408248290463863,0.816496580927726,0
"207",NA,NA,NA,NA,NA
"208",NA,NA,NA,NA,NA
"209",0,0,0,0,1
"210",NA,NA,NA,NA,NA
"211",0,0,0.707106781186548,0.707106781186548,0
"212",0,0,0,0,1
"213",0,0,0,0,1
"214",NA,NA,NA,NA,NA
"215",0,0,0.707106781186548,0.707106781186548,0
"216",0,0,0.707106781186548,0,0.707106781186548
"217",0,0,0,1,0
"218",NA,NA,NA,NA,NA
"219",NA,NA,NA,NA,NA
"220",NA,NA,NA,NA,NA
"221",NA,NA,NA,NA,NA
"222",0,0,0,1,0
"223",0,0,1,0,0
"224",NA,NA,NA,NA,NA
"225",0,0,1,0,0
"226",NA,NA,NA,NA,NA
"227",NA,NA,NA,NA,NA
"228",0,0,0.5,0.707106781186548,0.5
"229",0,0,0,0.707106781186548,0.707106781186548
"230",0,0,1,0,0
"231",0,0,0,1,0
"232",0,0,0,1,0
"233",0,0,0,0.707106781186548,0.707106781186548
"234",0,0,1,0,0
"235",NA,NA,NA,NA,NA
"236",0,0,0.707106781186548,0.707106781186548,0
"237",0,0.707106781186548,0.707106781186548,0,0
"238",0,0,0,1,0
"239",0,0,0,1,0
"240",0,0,0,1,0
"241",NA,NA,NA,NA,NA
"242",0,0,0,0.707106781186548,0.707106781186548
"243",0,0,0,1,0
"244",NA,NA,NA,NA,NA
"245",0,0,0.707106781186548,0,0.707106781186548
"246",0,0,0.577350269189626,0.816496580927726,0
"247",0,0,0,0.577350269189626,0.816496580927726
"248",0,0,0.5,0,0.866025403784439
"249",0,0,1,0,0
"250",0,0.632455532033676,0.447213595499958,0.447213595499958,0.447213595499958
"251",0,0,0.707106781186548,0,0.707106781186548
"252",NA,NA,NA,NA,NA
"253",0,0,0,0,1
"254",0,0,0,1,0
"255",0,0,0.755928946018454,0.377964473009227,0.534522483824849
"256",0,0,0,0.816496580927726,0.577350269189626
"257",0,0,1,0,0
"258",0,0,0,1,0
"259",0,0,0,0.707106781186548,0.707106781186548
"260",0,0,0.866025403784439,0.5,0
"261",0,0,0,0.5,0.866025403784439
"262",0,0.5,0.866025403784439,0,0
"263",0,0,0.5,0.707106781186548,0.5
"264",0,0,1,0,0
"265",0,1,0,0,0
"266",NA,NA,NA,NA,NA
"267",NA,NA,NA,NA,NA
"268",NA,NA,NA,NA,NA
"269",NA,NA,NA,NA,NA
"270",NA,NA,NA,NA,NA
"271",0,0,0.707106781186548,0.707106781186548,0
"272",NA,NA,NA,NA,NA
"273",0,0,1,0,0
"274",0,0.707106781186548,0.707106781186548,0,0
"275",NA,NA,NA,NA,NA
"276",0,0,0,1,0
"277",NA,NA,NA,NA,NA
"278",0,0.5,0.866025403784439,0,0
"279",0,1,0,0,0
"280",0,1,0,0,0
"281",NA,NA,NA,NA,NA
"282",0,0,1,0,0
"283",0,0.707106781186548,0.707106781186548,0,0
"284",0,0.707106781186548,0.707106781186548,0,0
"285",0,0,0.707106781186548,0.707106781186548,0
"286",0,1,0,0,0
"287",0,1,0,0,0
"288",NA,NA,NA,NA,NA
"289",0,0.577350269189626,0.577350269189626,0.577350269189626,0
"290",0,0.408248290463863,0.707106781186548,0.577350269189626,0
"291",0,0,0,1,0
"292",0,0,0,0.577350269189626,0.816496580927726
"293",0,0,0,0,1
"294",0,0,1,0,0
"295",0,1,0,0,0
"296",0,0.5,0.707106781186548,0.5,0
"297",0,0,0,0,1
"298",NA,NA,NA,NA,NA
"299",0,0,0,0,1
"300",0,0,1,0,0
"301",NA,NA,NA,NA,NA
"302",NA,NA,NA,NA,NA
"303",NA,NA,NA,NA,NA
"304",NA,NA,NA,NA,NA
"305",0,0,0,0,1
"306",0,0,1,0,0
"307",0,0.707106781186548,0.707106781186548,0,0
"308",0,0.816496580927726,0,0.577350269189626,0
"309",0,0,0.577350269189626,0,0.816496580927726
"310",0,0,0,1,0
"311",NA,NA,NA,NA,NA
"312",NA,NA,NA,NA,NA
"313",0,0,0.816496580927726,0,0.577350269189626
"314",NA,NA,NA,NA,NA
"315",0,0,0.707106781186548,0.707106781186548,0
"316",0,0.707106781186548,0.707106781186548,0,0
"317",NA,NA,NA,NA,NA
"318",NA,NA,NA,NA,NA
"319",0,0,1,0,0
"320",0,0,0,0,1
"321",0,0.707106781186548,0.707106781186548,0,0
"322",0,0,1,0,0
"323",NA,NA,NA,NA,NA
"324",NA,NA,NA,NA,NA
"325",NA,NA,NA,NA,NA
"326",NA,NA,NA,NA,NA
"327",0,0,0,1,0
"328",NA,NA,NA,NA,NA
"329",0,0,1,0,0
"330",NA,NA,NA,NA,NA
"331",0,0,1,0,0
"332",0,0,0.534522483824849,0.755928946018454,0.377964473009227
"333",NA,NA,NA,NA,NA
"334",NA,NA,NA,NA,NA
"335",0,0,0.816496580927726,0.577350269189626,0
"336",0,0,0.5,0.707106781186548,0.5
"337",0,0,0,1,0
"338",0,0,0,1,0
"339",0,0.632455532033676,0.632455532033676,0.447213595499958,0
"340",0,0.577350269189626,0.577350269189626,0.577350269189626,0
"341",0,0,0,0.577350269189626,0.816496580927726
"342",0,0,0.577350269189626,0.74535599249993,0.333333333333333
"343",NA,NA,NA,NA,NA
"344",0,0,0,0.707106781186548,0.707106781186548
"345",NA,NA,NA,NA,NA
"346",0,0,0,1,0
"347",0,0,1,0,0
"348",0,0.447213595499958,0.547722557505166,0.632455532033676,0.316227766016838
"349",NA,NA,NA,NA,NA
"350",0,0.447213595499958,0,0.774596669241483,0.447213595499958
"351",0,0.534522483824849,0.755928946018454,0.377964473009227,0
"352",0,0,0,1,0
"353",0,0,0,1,0
"354",0,0,1,0,0
"355",0,0,0,1,0
"356",0,0.447213595499958,0.447213595499958,0.632455532033676,0.447213595499958
"357",0,0,1,0,0
"358",0,1,0,0,0
"359",NA,NA,NA,NA,NA
"360",NA,NA,NA,NA,NA
"361",NA,NA,NA,NA,NA
"362",0,0,0,0.707106781186548,0.707106781186548
"363",NA,NA,NA,NA,NA
"364",0,1,0,0,0
"365",NA,NA,NA,NA,NA
"366",NA,NA,NA,NA,NA
"367",NA,NA,NA,NA,NA
"368",0,0,0,1,0
"369",0,0,0.816496580927726,0.577350269189626,0
"370",0,0,0,1,0
"371",0,0.707106781186548,0.707106781186548,0,0
"372",NA,NA,NA,NA,NA
"373",NA,NA,NA,NA,NA
"374",NA,NA,NA,NA,NA
"375",NA,NA,NA,NA,NA
"376",NA,NA,NA,NA,NA
"377",NA,NA,NA,NA,NA
"378",0,0,1,0,0
"379",NA,NA,NA,NA,NA
"380",0,0,0,1,0
"381",0,0,0.5,0.866025403784439,0
"382",0,0,1,0,0
"383",NA,NA,NA,NA,NA
"384",NA,NA,NA,NA,NA
"385",NA,NA,NA,NA,NA
"386",NA,NA,NA,NA,NA
"387",NA,NA,NA,NA,NA
"388",NA,NA,NA,NA,NA
"389",NA,NA,NA,NA,NA
"390",0,1,0,0,0
"391",NA,NA,NA,NA,NA
"392",0,0,0,1,0
"393",NA,NA,NA,NA,NA
"394",0,0,0,1,0
"395",NA,NA,NA,NA,NA
"396",NA,NA,NA,NA,NA
"397",0,0.816496580927726,0.577350269189626,0,0
"398",NA,NA,NA,NA,NA
"399",0,0,0,1,0
"400",0,0,1,0,0
